strengths wavelengths species
0.8 3067.7755 "OH 1"
0.788 3067.9194 "OH 1"
0.801 3067.9394 "OH 1"
0.919 3067.9478 "Fe 1"
0.792 3068.025 "Zr 2"
0.984 3068.1733 "Fe 1"
0.857 3068.2624 "Fe 1"
0.795 3068.2795 "OH 1"
0.804 3068.3002 "Fe 1"
0.455 3068.4459 "Fe 1"
0.796 3068.6082 "OH 1"
0.537 3068.645 "Gd 2"
0.629 3068.704 "OH 1"
0.56 3068.7242 "Fe 1"
0.647 3068.7608 "Fe 2"
0.423 3068.7847 "Ti 2"
0.449 3068.7991 "OH 1"
0.304 3068.886 "Ir 1"
0.718 3068.8926 "Cu 1"
0.783 3069.1771 "OH 1"
0.415 3069.3308 "Fe 1"
0.924 3069.4305 "Fe 1"
0.475 3069.5107 "Fe 1"
0.767 3069.6461 "V 1"
0.789 3069.6749 "OH 1"
0.774 3069.9118 "OH 1"
0.682 3070.0911 "Fe 1"
0.952 3070.2263 "Fe 1"
0.912 3070.2593 "Mn 1"
0.5 3070.3149 "OH 1"
0.445 3070.3894 "OH 1"
0.765 3070.4783 "OH 1"
0.832 3070.5378 "Fe 1"
0.229 3070.5442 "Co 1"
0.331 3070.5784 "Fe 2"
0.858 3070.6909 "Fe 2"
0.204 3070.7021 "Fe 1"
0.356 3070.742 "Er 2"
0.347 3070.7486 "Co 1"
0.775 3070.7823 "Fe 1"
0.265 3070.8211 "Mn 2"
0.375 3070.8531 "Co 1"
0.277 3071.006 "Cr 2"
0.22 3071.0336 "Cr 1"
0.897 3071.1245 "Fe 1"
0.618 3071.1253 "Fe 2"
0.778 3071.1459 "OH 1"
0.643 3071.2091 "Fe 1"
0.967 3071.2385 "Ti 2"
0.221 3071.259 "Cr 1"
0.916 3071.272 "Fe 1"
0.644 3071.2908 "Cr 1"
0.677 3071.5618 "Cr 2"
0.521 3071.5662 "Ca 1"
0.524 3071.6551 "Fe 2"
0.734 3071.6788 "Fe 1"
0.257 3071.908 "Dy 2"
0.927 3071.9605 "Co 1"
0.306 3072.0033 "Ca 1"
0.279 3072.0092 "OH 1"
0.911 3072.0457 "Fe 1"
0.645 3072.061 "Zn 1"
0.377 3072.063 "OH 1"
0.992 3072.1072 "Ti 2"
0.732 3072.2006 "OH 1"
0.897 3072.2908 "Fe 1"
0.758 3072.3097 "OH 1"
0.982 3072.343 "Co 1"
0.757 3072.4588 "Ti 2"
0.744 3072.463 "Cr 2"
0.903 3072.4897 "Fe 1"
0.347 3072.569 "Gd 2"
0.275 3072.6728 "Co 1"
0.993 3072.9701 "Ti 2"
0.765 3073.0286 "OH 1"
0.932 3073.1225 "Mn 1"
0.919 3073.18 "Mn 1"
0.74 3073.2265 "Cr 2"
0.842 3073.2339 "Fe 1"
0.363 3073.344 "Er 2"
0.639 3073.5133 "Fe 1"
0.435 3073.5779 "Fe 1"
0.872 3073.674 "Cr 1"
0.351 3073.7948 "Cu 1"
0.882 3073.8172 "V 1"
0.436 3073.8647 "Fe 1"
0.889 3073.8826 "Fe 1"
0.889 3073.9675 "Fe 1"
0.951 3073.9785 "Fe 1"
0.894 3074.1483 "Fe 1"
0.678 3074.3698 "OH 1"
0.533 3074.4605 "Cr 1"
0.93 3074.4835 "Fe 1"
0.48 3074.6443 "V 2"
0.241 3074.6718 "Cr 2"
0.304 3074.9006 "Cr 2"
0.563 3074.9029 "Fe 1"
0.366 3075.111 "Fe 1"
0.736 3075.124 "OH 1"
0.993 3075.224 "Ti 2"
0.694 3075.2244 "Fe 2"
0.263 3075.2654 "V 1"
0.746 3075.3338 "OH 1"
0.366 3075.455 "Nd 2"
0.542 3075.4635 "V 2"
0.797 3075.5722 "Fe 1"
0.993 3075.7194 "Fe 1"
0.633 3075.8835 "Cr 1"
0.95 3075.895 "Zn 1"
0.846 3075.9876 "Fe 1"
0.715 3076.0076 "V 2"
0.292 3076.2297 "Fe 1"
0.903 3076.2715 "Fe 1"
0.711 3076.399 "Fe 1"
0.697 3076.4351 "Fe 2"
0.43 3076.537 "Fe 1"
0.421 3076.5707 "Cr 1"
0.65 3076.8309 "Fe 1"
0.392 3076.863 "Nb 2"
0.368 3076.928 "Gd 2"
0.478 3076.9519 "Ca 1"
0.592 3077.0281 "OH 1"
0.672 3077.1638 "Cr 1"
0.936 3077.1689 "Fe 2"
0.718 3077.2272 "Cr 2"
0.661 3077.3199 "Fe 1"
0.896 3077.5494 "Fe 1"
0.651 3077.59 "Cr 2"
0.245 3077.6052 "Lu 2"
0.949 3077.6362 "Fe 1"
0.24 3077.716 "Os 1"
0.749 3077.7568 "Cr 2"
0.587 3077.829 "Cr 1"
0.537 3077.8294 "Cr 1"
0.459 3077.9891 "Ni 1"
0.978 3078.0154 "Fe 1"
0.722 3078.0715 "OH 1"
0.571 3078.3092 "Fe 1"
0.868 3078.3542 "Fe 1"
0.707 3078.3713 "OH 1"
0.964 3078.4315 "Fe 1"
0.612 3078.4387 "OH 1"
0.708 3078.4411 "Fe 2"
0.51 3078.471 "OH 1"
0.993 3078.6442 "Ti 2"
0.809 3078.6799 "Fe 2"
0.599 3078.9152 "Fe 1"
0.893 3079.2611 "Fe 1"
0.66 3079.3192 "Cr 2"
0.333 3079.3587 "Fe 2"
0.247 3079.364 "Nd 2"
0.941 3079.3754 "Co 1"
0.638 3079.398 "Co 1"
0.553 3079.6064 "Fe 1"
0.888 3079.6242 "Mn 1"
0.681 3079.6285 "Fe 1"
0.75 3079.8347 "Fe 1"
0.765 3079.9524 "OH 1"
0.938 3079.9885 "Fe 1"
0.479 3080.0065 "OH 1"
0.958 3080.1088 "Fe 1"
0.212 3080.145 "Ti 2"
0.466 3080.2317 "OH 1"
0.683 3080.4157 "Fe 2"
0.81 3080.5893 "Fe 1"
0.271 3080.7123 "Cr 1"
0.992 3080.7525 "Ni 1"
0.727 3080.7926 "Ca 1"
0.813 3080.8762 "Fe 1"
0.525 3080.9981 "V 2"
0.915 3081.0013 "Fe 1"
0.67 3081.2159 "Fe 1"
0.689 3081.2535 "V 2"
0.696 3081.2535 "OH 1"
0.278 3081.2863 "Fe 1"
0.745 3081.3265 "Mn 1"
0.776 3081.4689 "Ti 2"
0.789 3081.4737 "Fe 1"
0.32 3081.4877 "Cr 1"
0.78 3081.52 "Ti 2"
0.823 3081.545 "OH 1"
0.231 3081.5914 "Ca 1"
0.731 3081.6119 "Fe 1"
0.447 3081.6201 "OH 1"
0.627 3081.6639 "OH 1"
0.481 3081.6993 "Fe 1"
0.718 3081.729 "Fe 1"
0.877 3081.8296 "Fe 1"
0.506 3081.921 "Cr 1"
0.771 3081.996 "Gd 2"
0.254 3082.0064 "V 1"
0.838 3082.0377 "Mn 1"
0.677 3082.0659 "OH 1"
0.852 3082.1095 "V 1"
0.992 3082.153 "Al 1"
0.262 3082.2181 "Mn 1"
0.774 3082.5267 "V 2"
0.977 3082.6184 "Co 1"
0.237 3082.6634 "Fe 2"
0.347 3082.6952 "Mn 1"
0.471 3082.8502 "Co 1"
0.757 3083.0157 "Fe 2"
0.898 3083.0521 "Fe 1"
0.913 3083.1466 "Fe 1"
0.727 3083.2093 "V 2"
0.848 3083.2781 "OH 1"
0.278 3083.3577 "Fe 1"
0.407 3083.3742 "OH 1"
0.894 3083.4876 "Fe 1"
0.893 3083.5334 "Fe 1"
0.243 3083.5403 "V 1"
0.732 3083.6011 "Cr 2"
0.928 3083.7004 "Fe 1"
0.993 3083.7407 "Fe 1"
0.273 3083.7493 "Co 1"
0.273 3084.0476 "OH 1"
0.567 3084.0698 "Fe 1"
0.727 3084.464 "Cr 2"
0.303 3084.5726 "Mn 2"
0.402 3084.5907 "Cr 1"
0.785 3084.6728 "Fe 1"
0.28 3084.816 "Ti 1"
0.663 3084.8947 "OH 1"
0.861 3085.1989 "OH 1"
0.717 3085.2922 "Fe 1"
0.366 3085.316 "OH 1"
0.651 3085.3399 "Cr 2"
0.454 3085.6272 "Mn 1"
0.203 3085.8375 "Mn 1"
0.354 3086.1582 "Fe 1"
0.56 3086.2115 "V 2"
0.638 3086.2237 "OH 1"
0.701 3086.3909 "OH 1"
0.827 3086.457 "Zr 2"
0.238 3086.4733 "Mn 1"
0.739 3086.5002 "V 2"
0.944 3086.524 "Fe 1"
0.979 3086.7781 "Co 1"
0.367 3086.8175 "Ti 1"
0.892 3087.0692 "Ni 2"
0.804 3087.0875 "Ni 1"
0.868 3087.3419 "OH 1"
0.907 3087.4311 "Fe 1"
0.322 3087.4811 "OH 1"
0.29 3087.5474 "Cr 1"
0.519 3087.5478 "Fe 1"
0.876 3087.7494 "Fe 1"
0.845 3087.8043 "Co 1"
0.542 3087.8707 "Fe 1"
0.726 3087.874 "Cr 2"
0.994 3088.0257 "Ti 2"
0.536 3088.0261 "Ni 1"
0.333 3088.1094 "V 1"
0.91 3088.1728 "Fe 1"
0.798 3088.2142 "Fe 1"
0.846 3088.2429 "Fe 1"
0.925 3088.3499 "Fe 1"
0.888 3088.5082 "Fe 1"
0.416 3088.6765 "Co 1"
0.925 3088.7508 "Fe 1"
0.672 3089.004 "Zr 2"
0.624 3089.0076 "OH 1"
0.262 3089.125 "V 1"
0.738 3089.3881 "Fe 2"
0.965 3089.4001 "Ti 2"
0.964 3089.44 "Ti 2"
0.927 3089.5025 "Fe 1"
0.967 3089.5944 "Co 1"
0.315 3089.6176 "V 2"
0.897 3089.6186 "Fe 1"
0.872 3089.7349 "OH 1"
0.366 3089.7738 "OH 1"
0.348 3089.8121 "OH 1"
0.767 3089.8493 "OH 1"
0.652 3089.8666 "OH 1"
0.809 3089.8892 "Ti 2"
0.284 3089.8944 "OH 1"
0.45 3089.9601 "Fe 1"
0.552 3090.0513 "Mn 1"
0.51 3090.1361 "Fe 1"
0.585 3090.1372 "Ti 1"
0.932 3090.2048 "Fe 1"
0.854 3090.2531 "Co 1"
0.36 3090.2712 "OH 1"
0.324 3090.3125 "Fe 1"
0.489 3090.3406 "Fe 1"
0.817 3090.3677 "OH 1"
0.274 3090.453 "OH 1"
0.453 3090.4855 "OH 1"
0.843 3090.7262 "Fe 1"
0.597 3090.8621 "OH 1"
0.74 3090.9948 "Fe 1"
0.983 3091.064 "Mg 1"
0.914 3091.0883 "Fe 1"
0.753 3091.1912 "OH 1"
0.822 3091.2361 "Fe 1"
0.335 3091.2449 "OH 1"
0.842 3091.3625 "OH 1"
0.292 3091.4341 "V 1"
0.992 3091.5764 "Fe 1"
0.395 3091.641 "Fe 1"
0.822 3091.6659 "Cr 1"
0.828 3091.6924 "Fe 1"
0.682 3091.8755 "Fe 1"
0.944 3092.0886 "Fe 1"
0.844 3092.235 "Fe 1"
0.874 3092.3966 "OH 1"
0.905 3092.4804 "Fe 1"
0.219 3092.544 "Mn 1"
0.253 3092.5774 "OH 1"
0.304 3092.6505 "OH 1"
0.992 3092.71 "Al 1"
0.957 3092.781 "Fe 1"
0.855 3092.7902 "OH 1"
0.986 3092.839 "Al 1"
0.47 3092.939 "Nd 2"
0.98 3092.982 "Mg 1"
0.986 3092.9863 "Mg 1"
0.317 3093.0977 "Fe 1"
0.99 3093.1002 "V 2"
0.931 3093.1576 "V 2"
0.835 3093.3023 "Fe 1"
0.835 3093.4687 "Cr 2"
0.884 3093.5228 "Fe 1"
0.583 3093.6097 "OH 1"
0.452 3093.7236 "OH 1"
0.263 3093.7898 "V 1"
0.97 3093.8048 "Fe 1"
0.96 3093.8776 "Fe 1"
0.775 3093.9464 "Cr 2"
0.777 3094.077 "Fe 1"
0.879 3094.174 "Nb 2"
0.923 3094.1973 "V 2"
0.902 3094.2328 "Fe 1"
0.938 3094.2941 "Fe 1"
0.245 3094.3107 "Cr 1"
0.272 3094.4593 "OH 1"
0.862 3094.6193 "OH 1"
0.23 3094.6935 "V 1"
0.387 3094.7992 "Fe 1"
0.936 3094.865 "Fe 1"
0.879 3094.8687 "Fe 1"
0.944 3094.8996 "Fe 1"
0.654 3094.9225 "Cr 2"
0.265 3095.0568 "Fe 1"
0.914 3095.07 "Zr 2"
0.339 3095.209 "Cr 2"
0.588 3095.2108 "Fe 1"
0.249 3095.2156 "Ca 1"
0.941 3095.2665 "Fe 1"
0.933 3095.2756 "Fe 1"
0.875 3095.3442 "OH 1"
0.741 3095.3744 "Fe 1"
0.507 3095.376 "Cr 1"
0.937 3095.3936 "Fe 1"
0.218 3095.5454 "OH 1"
0.53 3095.7157 "Co 1"
0.599 3095.8538 "Cr 1"
0.604 3095.877 "Y 2"
0.55 3096.0004 "OH 1"
0.938 3096.0446 "Fe 1"
0.802 3096.1101 "Cr 2"
0.783 3096.1226 "OH 1"
0.892 3096.1587 "Fe 1"
0.87 3096.2938 "Fe 2"
0.479 3096.3362 "OH 1"
0.391 3096.3688 "OH 1"
0.385 3096.3781 "Mn 1"
0.895 3096.4163 "Ti 2"
0.446 3096.5275 "Cr 1"
0.911 3096.6126 "Fe 1"
0.241 3096.6502 "OH 1"
0.242 3096.7001 "Co 1"
0.225 3096.7661 "Fe 1"
0.409 3096.7777 "Sc 2"
0.745 3096.7815 "Ni 1"
0.866 3096.8315 "OH 1"
0.275 3096.8473 "Fe 1"
0.94 3096.8771 "Fe 1"
0.756 3096.8838 "Fe 1"
0.951 3096.884 "Mg 1"
0.98 3096.887 "Mg 1"
0.988 3096.8911 "Mg 1"
0.593 3096.9879 "Mn 1"
0.229 3097.0236 "Mn 1"
0.488 3097.0556 "Mn 1"
0.99 3097.1168 "Ni 1"
0.973 3097.182 "Ti 2"
0.864 3097.3386 "Fe 1"
0.673 3097.4173 "Fe 2"
0.878 3097.4936 "Fe 1"
0.839 3097.6087 "Ti 2"
0.958 3097.7795 "Fe 1"
0.27 3097.8433 "Fe 1"
0.751 3097.953 "Fe 1"
0.653 3098.154 "Cr 2"
0.963 3098.1884 "Fe 1"
0.957 3098.1968 "Co 1"
0.607 3098.1995 "Fe 1"
0.445 3098.2656 "Cr 1"
0.542 3098.3679 "Cr 1"
0.317 3098.461 "Nd 2"
0.914 3098.5455 "Fe 1"
0.874 3098.589 "OH 1"
0.272 3098.647 "Gd 2"
0.537 3098.7181 "OH 1"
0.881 3098.8108 "Fe 1"
0.887 3098.9672 "Fe 1"
0.872 3099.0049 "Fe 1"
0.989 3099.11 "Ni 1"
0.348 3099.1175 "Fe 1"
0.215 3099.181 "Nb 2"
0.294 3099.189 "Er 2"
0.208 3099.2123 "OH 1"
0.905 3099.228 "Zr 2"
0.454 3099.267 "Fe 1"
0.41 3099.3036 "Ca 1"
0.867 3099.4141 "OH 1"
0.876 3099.4972 "Fe 1"
0.486 3099.5409 "OH 1"
0.575 3099.5957 "OH 1"
0.629 3099.6611 "Co 1"
0.847 3099.6711 "Fe 1"
0.992 3099.8944 "Fe 1"
0.909 3099.9213 "Fe 1"
0.993 3099.9678 "Fe 1"
0.482 3100.2576 "Mn 1"
0.993 3100.3033 "Fe 1"
0.456 3100.3085 "Mn 1"
0.855 3100.504 "Gd 2"
0.882 3100.6633 "Ti 1"
0.993 3100.6646 "Fe 1"
0.629 3100.6728 "Ti 1"
0.903 3100.6766 "Fe 1"
0.961 3100.8361 "Fe 1"
0.88 3100.9361 "V 2"
0.955 3101.002 "Fe 1"
0.802 3101.23 "OH 1"
0.239 3101.386 "Hf 2"
0.469 3101.4854 "Ti 1"
0.904 3101.5015 "Fe 1"
0.568 3101.5125 "Mn 1"
0.92 3101.5275 "Ti 2"
0.994 3101.5569 "Ni 1"
0.916 3101.5979 "Fe 1"
0.504 3101.6577 "OH 1"
0.376 3101.7652 "Ti 1"
0.358 3101.8417 "Fe 2"
0.993 3101.8777 "Ni 1"
0.672 3101.888 "Fe 2"
0.817 3101.8915 "Cr 1"
0.23 3101.929 "Dy 2"
0.232 3101.9685 "Fe 1"
0.872 3102.1437 "OH 1"
0.332 3102.2577 "Fe 1"
0.989 3102.3005 "V 2"
0.867 3102.3596 "OH 1"
0.641 3102.4058 "Co 1"
0.463 3102.5045 "Ti 1"
0.337 3102.554 "Gd 2"
0.941 3102.6362 "Fe 1"
0.942 3102.8692 "Fe 1"
0.915 3102.9706 "Ti 2"
0.472 3103.2683 "OH 1"
0.678 3103.3444 "OH 1"
0.206 3103.3701 "Ce 2"
0.277 3103.3888 "Fe 1"
0.788 3103.4738 "Cr 2"
0.76 3103.7368 "Co 1"
0.91 3103.764 "Fe 1"
0.967 3103.8029 "Ti 2"
0.82 3103.8513 "Fe 1"
0.854 3103.8537 "Fe 1"
0.245 3103.9874 "Co 1"
0.624 3104.0409 "Co 1"
0.492 3104.3509 "OH 1"
0.677 3104.5739 "Cr 1"
0.261 3104.588 "La 2"
0.896 3104.5882 "Ti 2"
0.375 3104.715 "Mg 2"
0.318 3104.805 "Mg 2"
0.783 3104.9091 "V 2"
0.973 3105.0799 "Ti 2"
0.881 3105.1672 "Fe 2"
0.355 3105.2214 "Ti 1"
0.303 3105.407 "Nd 2"
0.989 3105.4603 "Ni 1"
0.53 3105.5033 "Cr 1"
0.875 3105.5529 "Fe 2"
0.771 3105.5617 "Fe 1"
0.895 3105.6569 "Fe 1"
0.866 3105.6663 "OH 1"
0.49 3105.9236 "Co 1"
0.476 3105.9702 "V 2"
0.869 3106.0194 "OH 1"
0.533 3106.1412 "Co 1"
0.241 3106.165 "Nd 2"
0.98 3106.2306 "Ti 2"
0.625 3106.5026 "Fe 1"
0.654 3106.5368 "Fe 1"
0.813 3106.5456 "OH 1"
0.862 3106.5637 "Fe 2"
0.897 3106.576 "Zr 2"
0.548 3106.6285 "V 2"
0.801 3106.8036 "Ti 1"
0.558 3107.0445 "Co 1"
0.621 3107.0591 "Cr 1"
0.499 3107.1323 "Fe 1"
0.871 3107.3246 "Fe 1"
0.421 3107.3701 "Sc 2"
0.437 3107.3928 "Ca 1"
0.376 3107.41 "Sc 2"
0.44 3107.4578 "OH 1"
0.739 3107.4627 "Ti 1"
0.351 3107.5414 "Co 1"
0.736 3107.5554 "OH 1"
0.817 3107.5633 "Cr 2"
0.52 3107.6245 "Fe 1"
0.957 3107.7143 "Ni 1"
0.431 3107.7714 "Mn 1"
0.452 3107.8553 "OH 1"
0.861 3107.9639 "Fe 1"
0.879 3107.9816 "Fe 1"
0.415 3108.2064 "Co 1"
0.57 3108.5536 "Ca 1"
0.214 3108.6274 "Mn 1"
0.763 3108.6505 "Cr 2"
0.793 3108.7056 "V 2"
0.801 3108.8783 "Ti 2"
0.357 3108.9121 "Fe 1"
0.23 3108.9541 "Fe 1"
0.403 3109.11 "Hf 2"
0.63 3109.3254 "Cr 1"
0.863 3109.3346 "OH 1"
0.518 3109.3708 "V 2"
0.59 3109.4917 "V 2"
0.266 3109.5086 "Co 1"
0.241 3109.5942 "Fe 1"
0.869 3109.6118 "Fe 1"
0.289 3109.76 "Dy 2"
0.312 3109.9302 "Ti 2"
0.876 3110.0204 "Co 1"
0.344 3110.0581 "Fe 1"
0.217 3110.0683 "V 2"
0.918 3110.0803 "Ti 2"
0.906 3110.1077 "Fe 1"
0.481 3110.1921 "Mn 2"
0.919 3110.1946 "Fe 1"
0.865 3110.2256 "OH 1"
0.942 3110.2764 "Fe 1"
0.851 3110.4261 "Fe 1"
0.442 3110.5298 "OH 1"
0.49 3110.6095 "Co 1"
0.902 3110.6519 "Fe 1"
0.956 3110.6721 "Ti 2"
0.688 3110.6747 "Mn 1"
0.988 3110.7101 "V 2"
0.293 3110.7392 "Cr 1"
0.859 3110.8209 "Co 1"
0.355 3110.832 "Mn 1"
0.964 3110.8356 "Fe 1"
0.552 3110.859 "Cr 1"
0.898 3110.874 "Zr 2"
0.922 3110.9185 "Fe 1"
0.857 3110.9612 "Fe 1"
0.294 3111.0765 "Fe 1"
0.67 3111.144 "Zr 2"
0.791 3111.2789 "Ti 1"
0.234 3111.3383 "Co 1"
0.346 3111.355 "Cr 1"
0.678 3111.4282 "Fe 1"
0.282 3111.645 "Fe 1"
0.933 3111.6827 "Fe 1"
0.502 3111.6898 "Fe 1"
0.738 3111.9436 "Cr 2"
0.354 3112.0294 "Y 2"
0.946 3112.0492 "Ti 2"
0.404 3112.0633 "OH 1"
0.946 3112.0772 "Fe 1"
0.82 3112.0923 "OH 1"
0.77 3112.1825 "OH 1"
0.853 3112.2365 "Fe 1"
0.748 3112.4766 "Fe 1"
0.63 3112.4808 "Ti 1"
0.509 3112.907 "Cr 1"
0.201 3113.1177 "Mn 1"
0.859 3113.3649 "OH 1"
0.916 3113.4261 "Fe 1"
0.923 3113.4763 "Co 1"
0.669 3113.5613 "V 2"
0.922 3113.5878 "Fe 1"
0.845 3113.6656 "Fe 1"
0.245 3113.7876 "Mn 1"
0.299 3113.7888 "Cr 1"
0.48 3113.8184 "Fe 1"
0.56 3114.038 "Pd 1"
0.953 3114.0568 "Fe 1"
0.336 3114.0852 "Co 1"
0.825 3114.0883 "Ti 1"
0.99 3114.1244 "Ni 1"
0.212 3114.1489 "Fe 1"
0.898 3114.2956 "Fe 2"
0.398 3114.6176 "OH 1"
0.857 3114.6836 "Fe 2"
0.859 3114.773 "OH 1"
0.86 3115.0068 "Fe 1"
0.869 3115.0555 "Ti 2"
0.483 3115.167 "Nd 2"
0.402 3115.1931 "Fe 1"
0.423 3115.2617 "Fe 1"
0.755 3115.2777 "Cr 2"
0.599 3115.3537 "Fe 2"
0.509 3115.4609 "Mn 1"
0.36 3115.4914 "Fe 2"
0.235 3115.4951 "Cr 1"
0.299 3115.5418 "Cr 2"
0.616 3115.6195 "Fe 1"
0.601 3115.6437 "Cr 2"
0.902 3115.6588 "Fe 1"
0.268 3115.745 "Zr 2"
0.253 3115.7656 "Mn 1"
0.856 3115.8593 "Fe 1"
0.885 3115.8646 "Fe 1"
0.39 3116.132 "Nd 2"
0.651 3116.1925 "Fe 1"
0.628 3116.212 "Fe 1"
0.854 3116.2832 "Fe 1"
0.882 3116.3861 "Fe 1"
0.854 3116.4714 "Fe 1"
0.942 3116.5042 "Fe 1"
0.466 3116.5438 "Fe 1"
0.9 3116.5796 "Fe 2"
0.506 3116.6163 "Fe 1"
0.988 3116.6314 "Fe 1"
0.855 3116.7133 "Ni 1"
0.71 3116.7365 "Cr 2"
0.387 3116.7473 "Co 1"
0.362 3117.0517 "OH 1"
0.787 3117.1936 "OH 1"
0.761 3117.2545 "Cr 2"
0.387 3117.2786 "OH 1"
0.541 3117.4534 "Ti 1"
0.94 3117.6395 "Fe 1"
0.573 3117.6536 "Ca 1"
0.971 3117.6665 "Ti 2"
0.853 3117.7633 "OH 1"
0.823 3117.8889 "OH 1"
0.55 3117.898 "Ti 1"
0.356 3117.9624 "Ti 1"
0.256 3118.1223 "Mn 1"
0.847 3118.1241 "Ti 1"
0.764 3118.1364 "Cr 2"
0.886 3118.2501 "Co 1"
0.987 3118.3816 "V 2"
0.94 3118.4676 "Fe 1"
0.751 3118.5503 "Ni 1"
0.291 3118.642 "Co 1"
0.979 3118.646 "Cr 2"
0.456 3118.7362 "Fe 2"
0.917 3118.822 "Ti 2"
0.835 3119.0343 "Fe 1"
0.742 3119.2522 "Cr 1"
0.307 3119.3215 "V 2"
0.867 3119.4311 "Fe 1"
0.971 3119.4948 "Fe 1"
0.872 3119.5818 "Fe 1"
0.244 3119.587 "As 1"
0.852 3119.6719 "OH 1"
0.392 3119.6885 "Cr 1"
0.91 3119.7227 "Ti 1"
0.543 3119.7878 "Ni 2"
0.969 3119.7998 "Ti 2"
0.274 3119.944 "Gd 2"
0.266 3119.9804 "Ti 1"
0.426 3120.0145 "Fe 2"
0.492 3120.0173 "Fe 1"
0.876 3120.0318 "Fe 1"
0.243 3120.0868 "Fe 1"
0.834 3120.0952 "Co 1"
0.336 3120.2026 "Ti 1"
0.919 3120.2323 "Fe 1"
0.661 3120.3289 "Mn 1"
0.982 3120.3585 "Cr 2"
0.965 3120.4352 "Fe 1"
0.89 3120.4458 "Fe 1"
0.38 3120.633 "Cr 1"
0.865 3120.7315 "V 2"
0.953 3120.8751 "Fe 1"
0.596 3121.044 "Cr 2"
0.258 3121.0446 "Fe 1"
0.976 3121.147 "V 2"
0.821 3121.1632 "Fe 1"
0.969 3121.4175 "Co 1"
0.601 3121.4906 "Fe 1"
0.955 3121.5661 "Co 1"
0.959 3121.5978 "Ti 2"
0.434 3121.648 "OH 1"
0.741 3121.7566 "Fe 1"
0.415 3121.767 "OH 1"
0.808 3121.7794 "Fe 1"
0.699 3121.7938 "Cr 2"
0.445 3121.8753 "OH 1"
0.566 3121.9654 "Cr 2"
0.349 3121.9686 "OH 1"
0.92 3122.0697 "Ti 2"
0.386 3122.2128 "OH 1"
0.928 3122.2939 "Fe 1"
0.642 3122.3332 "Fe 1"
0.323 3122.4026 "OH 1"
0.449 3122.4665 "OH 1"
0.847 3122.5351 "OH 1"
0.892 3122.5427 "Fe 1"
0.796 3122.5655 "OH 1"
0.883 3122.5963 "Cr 2"
0.44 3122.6673 "Fe 1"
0.275 3122.783 "Au 1"
0.769 3122.9026 "V 2"
0.348 3122.9619 "OH 1"
0.65 3123.014 "Cr 1"
0.894 3123.0731 "Ti 1"
0.909 3123.199 "Fe 1"
0.826 3123.2594 "Fe 1"
0.735 3123.289 "Fe 1"
0.906 3123.3468 "Fe 1"
0.447 3123.4388 "OH 1"
0.862 3123.773 "Ti 1"
0.823 3123.9478 "OH 1"
0.295 3123.9842 "OH 1"
0.222 3124.002 "Gd 2"
0.841 3124.0909 "Fe 1"
0.661 3124.4855 "Fe 1"
0.338 3124.6199 "OH 1"
0.205 3124.7388 "Ti 1"
0.439 3124.8055 "OH 1"
0.706 3124.817 "Ge 1"
0.933 3124.8851 "Fe 1"
0.844 3124.9332 "OH 1"
0.984 3124.973 "Cr 2"
0.772 3125.0259 "V 2"
0.839 3125.0317 "Fe 1"
0.823 3125.065 "Cr 2"
0.621 3125.0725 "Ni 1"
0.519 3125.199 "Zr 2"
0.23 3125.2398 "OH 1"
0.87 3125.2676 "Fe 1"
0.986 3125.2856 "V 2"
0.714 3125.4685 "Cr 2"
0.27 3125.5457 "Ti 1"
0.422 3125.6346 "Ti 1"
0.897 3125.6412 "Fe 1"
0.988 3125.6505 "Fe 1"
0.208 3125.6552 "Fe 1"
0.973 3125.6824 "Fe 1"
0.901 3125.6989 "Fe 1"
0.26 3125.907 "Cr 1"
0.928 3125.919 "Zr 2"
0.901 3126.1442 "Fe 1"
0.837 3126.1448 "Fe 1"
0.958 3126.1756 "Fe 1"
0.284 3126.1923 "Mn 1"
0.979 3126.2194 "V 2"
0.419 3126.3315 "OH 1"
0.201 3126.3796 "Fe 1"
0.407 3126.4688 "OH 1"
0.426 3126.5819 "OH 1"
0.425 3126.6254 "OH 1"
0.278 3126.7209 "Co 1"
0.912 3126.7585 "Fe 1"
0.827 3126.8207 "Fe 1"
0.338 3126.8323 "Fe 1"
0.386 3127.0424 "OH 1"
0.507 3127.1309 "Fe 1"
0.895 3127.2487 "Co 1"
0.566 3127.34 "Fe 1"
0.424 3127.3529 "OH 1"
0.31 3127.4494 "Co 1"
0.619 3127.6543 "Ni 1"
0.234 3127.6838 "Ti 2"
0.544 3127.6842 "Ti 1"
0.838 3127.6868 "OH 1"
0.647 3127.8498 "Ti 2"
0.285 3127.8937 "Ti 1"
0.304 3127.8968 "Ti 1"
0.358 3128.0602 "OH 1"
0.282 3128.1005 "OH 1"
0.524 3128.2369 "Fe 1"
0.8 3128.2855 "OH 1"
0.452 3128.3039 "V 2"
0.237 3128.406 "Dy 2"
0.683 3128.4833 "Ti 2"
0.418 3128.5181 "OH 1"
0.549 3128.6319 "Ti 1"
0.97 3128.6917 "Cr 2"
0.724 3128.6936 "V 2"
0.462 3128.7302 "Ni 1"
0.409 3128.7822 "OH 1"
0.961 3128.8975 "Fe 1"
0.654 3129.0041 "Co 1"
0.598 3129.0076 "Fe 2"
0.669 3129.0704 "Ti 1"
