Wavelength, Species, Priority
4368.3055, Ni1, 0.42
4368.63, Nd2, 0.247
4368.6516, Fe1, 0.21
4369.4001, Fe2, 0.563
4369.6828, Ti1, 0.431
4369.706, CH1, 0.21
4369.7355, Fe1, 0.317
4369.7716, Fe1, 0.862
4369.85, CH1, 0.223
4370.0352, Ni1, 0.38
4370.948, Zr2, 0.397
4370.994, CH1, 0.21
4371.056, CH1, 0.223
4371.2268, Cr1, 0.848
4371.275, Cr1, 0.83
4372.3739, Ti1, 0.209
4372.73, CH1, 0.208
4372.846, CH1, 0.219
4372.9817, Fe1, 0.572
4373.255, Cr1, 0.663
4373.5604, Fe1, 0.759
4374.1356, Fe1, 0.517
4374.154, Cr1, 0.561
4374.2, CH1, 0.207
4374.228, CH1, 0.218
4374.3927, Fe1, 0.266
4374.457, Sc2, 0.853
4374.4888, Fe1, 0.515
4374.5, Fe1, 0.637
4374.8165, Ti2, 0.63
4374.9329, Y2, 0.875
4375.331, Cr1, 0.461
4375.4767, Fe1, 0.415
4375.565, CH1, 0.202
4375.7521, Fe1, 0.226
4375.9293, Fe1, 0.947
4375.986, Fe1, 0.723
4376.7724, Fe1, 0.668
4376.782, Fe1, 0.501
4377.223, CH1, 0.211
4377.225, CH1, 0.201
4377.2805, Fe1, 0.6
4377.3363, Fe1, 0.325
4377.544, Cr1, 0.216
4377.7906, Fe1, 0.594
4378.284, CH1, 0.203
4378.3395, Fe1, 0.243
4378.9705, Fe1, 0.535
4379.2304, V1, 0.852
4379.742, Zr2, 0.441
4380.043, CH1, 0.202
4380.376, Mg1, 0.266
4380.7324, Fe1, 0.317
4381.11, Cr1, 0.438
4382.1647, Ce2, 0.338
4382.7676, Fe1, 0.753
4382.8734, Ni1, 0.237
4383.5444, Fe1, 0.962
4384.2699, Fe1, 0.242
4384.313, Fe2, 0.57
4384.5352, Ni1, 0.635
4384.6718, Fe1, 0.706
4384.713, V1, 0.836
4384.814, Sc2, 0.639
4384.975, Cr1, 0.809
4385.3769, Fe2, 0.76
4385.66, Nd2, 0.434
4386.4579, Ni1, 0.3
4386.762, Fe1, 0.205
4386.8265, Ce2, 0.309
4386.8465, Ti2, 0.64
4387.375, Cr1, 0.212
4387.495, Cr1, 0.257
4387.8907, Fe1, 0.788
4388.4066, Fe1, 0.812
4389.2441, Fe1, 0.846
4389.8599, Ni1, 0.228
4389.9793, V1, 0.816
4390.029, Na1, 0.21
4390.316, Ni1, 0.309
4390.4477, Fe1, 0.628
4390.8552, Sm2, 0.275
4390.9503, Fe1, 0.795
4391.0258, Ti2, 0.673
4391.659, Ce2, 0.442
4391.751, Cr1, 0.644
4391.861, Fe1, 0.418
4392.3044, Fe1, 0.217
4392.5597, Si1, 0.228
4392.5794, Fe1, 0.46
4392.8529, Fe1, 0.417
4393.2687, Fe1, 0.543
4393.34, Na1, 0.315
4393.608, Fe1, 0.282
4393.9226, Ti1, 0.492
4394.0586, Ti2, 0.778
4395.0312, Ti2, 0.911
4395.2233, V1, 0.782
4395.2739, Fe1, 0.62
4395.4982, Fe1, 0.492
4395.8394, Ti2, 0.749
4397.237, Cr1, 0.285
4398.0103, Y2, 0.767
4398.271, Ti2, 0.491
4398.6197, Ni1, 0.226
4399.2, Ce2, 0.237
4399.2679, Fe1, 0.38
4399.5988, Ni1, 0.495
4399.7652, Ti2, 0.846
4399.811, Cr1, 0.279
4400.3574, Fe1, 0.212
4400.389, Sc2, 0.84
4400.5717, V1, 0.723
4400.82, Nd2, 0.349
4400.8591, Ni1, 0.594
4401.2896, Fe1, 0.786
4401.4425, Fe1, 0.741
4401.5408, Ni1, 0.834
4403.338, Zr2, 0.216
4403.966, Fe1, 0.495
4404.0813, Fe1, 0.419
4404.2696, Ti1, 0.489
4404.3895, Ti1, 0.371
4404.7498, Fe1, 0.959
4404.849, Fe1, 0.205
4404.8964, Ti1, 0.319
4405.0184, Fe1, 0.747
4406.4999, Fe1, 0.287
4406.6382, V1, 0.741
4407.6338, V1, 0.773
4407.6566, Fe1, 0.686
4407.6727, Ti2, 0.567
4407.7085, Fe1, 0.849
4408.1958, V1, 0.778
4408.3429, Fe1, 0.243
4408.4131, Fe1, 0.863
4408.4931, V1, 0.734
4408.5162, V1, 0.764
4408.81, Pr2, 0.297
4409.1189, Fe1, 0.608
4409.2354, Ti2, 0.48
4409.5176, Ti2, 0.595
4410.298, Cr1, 0.307
4410.5183, Ni1, 0.66
4410.961, Cr1, 0.228
4411.05, Nd2, 0.286
4411.0727, Ti2, 0.576
4411.088, Cr1, 0.447
4411.9297, Ti2, 0.562
4411.9371, Fe1, 0.519
4412.251, Cr1, 0.475
4412.4253, Fe1, 0.671
4413.3953, Fe1, 0.573
4413.5912, Fe2, 0.565
4413.855, Cr1, 0.344
4414.2257, Fe1, 0.594
4414.4608, Fe1, 0.581
4414.535, Zr2, 0.235
4414.8764, Mn1, 0.733
4414.9314, Fe1, 0.531
4415.1221, Fe1, 0.951
4415.557, Sc2, 0.825
4416.4662, V1, 0.567
4416.5304, Ti1, 0.26
4416.8186, Fe2, 0.791
4417.2734, Ti1, 0.59
4417.7136, Ti2, 0.854
4418.3135, Si1, 0.235
4418.3309, Ti2, 0.737
4418.4193, Fe1, 0.377
4418.78, Ce2, 0.315
4418.9492, Fe1, 0.287
4419.3295, Fe1, 0.21
4419.7912, Fe1, 0.431
4419.9337, V1, 0.205
4420.52, Sm2, 0.218
4420.669, Sc2, 0.304
4421.5674, V1, 0.573
4421.7518, Ti1, 0.372
4421.9378, Ti2, 0.602
4422.5677, Fe1, 0.852
4422.5845, Y2, 0.712
4422.773, Cr1, 0.707
4422.8198, Ti1, 0.52
4422.858, Ni1, 0.213
4423.1406, Fe1, 0.621
4423.2279, Ti2, 0.342
4423.8408, Fe1, 0.673
4424.0673, Fe1, 0.422
4424.075, Cr1, 0.245
4424.1873, Fe1, 0.631
4424.278, Cr1, 0.411
4424.34, Sm2, 0.421
4425.437, Ca1, 0.845
4425.6574, Fe1, 0.347
4425.751, Fe1, 0.249
4425.9974, V1, 0.505
4426.0513, Ti1, 0.5
4427.0976, Ti1, 0.758
4427.2981, Fe1, 0.768
4427.3094, Fe1, 0.946
4427.882, Ti2, 0.256
4428.503, Cr1, 0.334
4428.51, V1, 0.402
4428.5701, Fe1, 0.28
4429.1905, Fe1, 0.423
4429.2461, Fe1, 0.224
4429.2665, Ce2, 0.239
4429.2975, Fe1, 0.229
4429.7894, V1, 0.308
4429.91, La2, 0.533
4429.924, Cr1, 0.222
4430.0029, Fe1, 0.223
4430.1886, Fe1, 0.763
4430.3635, Ti1, 0.472
4430.47, Cr1, 0.249
4430.4751, Si1, 0.352
4430.6135, Fe1, 0.868
4431.03, Ni1, 0.316
4431.2764, Ti1, 0.216
4431.352, Sc2, 0.465
4432.096, Ti2, 0.332
4432.129, Fe1, 0.294
4432.167, Cr1, 0.476
4432.5674, Fe1, 0.692
4433.2182, Fe1, 0.8
4433.2713, Fe1, 0.249
4433.3942, Fe1, 0.229
4433.7817, Fe1, 0.739
4433.89, Sm2, 0.277
4433.9654, Ti1, 0.435
4434.0177, Ti1, 0.575
4434.32, Sm2, 0.366
4434.957, Ca1, 0.87
4434.9784, Fe1, 0.395
4435.1484, Fe1, 0.859
4435.542, Eu2, 0.309
4435.572, Eu2, 0.329
4435.679, Ca1, 0.83
4436.1323, V1, 0.518
4436.3474, Mn1, 0.726
4436.5865, Ti1, 0.278
4436.6735, Ti1, 0.253
4436.9204, Fe1, 0.7
4436.9745, Ni1, 0.658
4437.1561, Fe1, 0.24
4437.566, Ni1, 0.464
4437.6838, Fe1, 0.241
4437.8304, V1, 0.612
4438.3424, Fe1, 0.659
4439.634, Fe1, 0.454
4439.8808, Fe1, 0.692
4440.3426, Ti1, 0.461
4440.453, Zr2, 0.262
4440.4788, Fe1, 0.548
4440.8239, Fe1, 0.587
4440.969, Fe1, 0.205
4441.0026, Fe1, 0.555
4441.0862, Fe1, 0.515
4441.266, Ti1, 0.259
4441.5379, Fe1, 0.467
4441.5464, Fe1, 0.249
4441.68, V1, 0.651
4441.7288, Ti2, 0.674
4442.268, Cr1, 0.224
4442.3386, Fe1, 0.897
4442.831, Fe1, 0.75
4442.992, Zr2, 0.428
4443.1556, Fe1, 0.214
4443.1937, Fe1, 0.855
4443.1953, Fe1, 0.73
4443.8008, Ti2, 0.898
4443.8796, Fe1, 0.308
4444.2059, V1, 0.598
4444.5541, Ti2, 0.72
4444.6156, Fe1, 0.275
4445.4706, Fe1, 0.669
4446.38, Nd2, 0.403
4446.8319, Fe1, 0.716
4446.8956, Fe1, 0.496
4447.1298, Fe1, 0.754
4447.2461, Fe1, 0.456
4447.7168, Fe1, 0.889
4447.8027, Fe1, 0.613
4449.1425, Ti1, 0.727
4449.33, Ce2, 0.327
4449.9665, Ti1, 0.303
4450.3155, Fe1, 0.71
4450.4821, Ti2, 0.827
4450.7318, Ce2, 0.201
4450.7667, Fe1, 0.338
4450.8939, Ti1, 0.703
4451.56, Nd2, 0.533
4451.5806, Mn1, 0.8
4452.0051, V1, 0.455
4452.6095, Fe1, 0.458
4452.72, Sm2, 0.249
4452.9992, Mn1, 0.685
4453.29, Fe1, 0.249
4453.3128, Ti1, 0.728
4453.3189, Fe1, 0.609
4453.6987, Ti1, 0.655
4454.3807, Fe1, 0.835
4454.6288, Sm2, 0.225
4454.779, Ca1, 0.884
4454.795, Zr2, 0.39
4455.0038, Mn1, 0.668
4455.0268, Fe1, 0.718
4455.2957, Ni1, 0.365
4455.3058, Mn1, 0.698
4455.3168, Ti1, 0.745
4455.8096, Mn1, 0.648
4455.887, Ca1, 0.827
4456.3254, Fe1, 0.689
4456.616, Ca1, 0.685
4456.628, Fe1, 0.585
4457.0345, Mn1, 0.636
4457.4268, Ti1, 0.765
4457.4696, V1, 0.504
4457.5387, Mn1, 0.724
4458.08, Fe1, 0.719
4458.2476, Mn1, 0.746
4458.507, Cr1, 0.495
4458.51, Sm2, 0.217
4458.543, Cr1, 0.569
4459.0329, Ni1, 0.792
4459.117, Fe1, 0.896
4459.3521, Fe1, 0.71
4459.375, Cr1, 0.492
4459.734, Cr1, 0.477
4459.7536, V1, 0.683
4460.207, Ce2, 0.523
4460.2914, V1, 0.743
4460.368, Mn1, 0.445
4460.6816, Fe1, 0.233
4460.773, Cr1, 0.225
4461.0778, Mn1, 0.677
4461.1954, Fe1, 0.748
4461.217, Zr2, 0.311
4461.3718, Fe1, 0.518
4461.4289, Fe2, 0.308
4461.6523, Fe1, 0.934
4461.9682, Fe1, 0.744
4461.971, Fe1, 0.319
4461.9941, Fe1, 0.679
4462.0148, Mn1, 0.779
4462.0367, Fe1, 0.413
4462.1976, Fe1, 0.417
4462.3574, V1, 0.423
4462.4548, Ni1, 0.721
4462.692, Fe1, 0.385
4462.98, Nd2, 0.417
4463.1301, Fe1, 0.339
4463.3807, Ti1, 0.336
4463.4037, Fe1, 0.567
4463.4185, Ni1, 0.414
4463.5311, Ti1, 0.366
4464.1707, Ti1, 0.219
4464.4485, Ti2, 0.776
4464.6725, Mn1, 0.749
4464.6902, Fe1, 0.501
4464.7656, Fe1, 0.724
4464.902, Cr1, 0.269
4465.1299, Cr1, 0.254
4465.349, Cr1, 0.351
4465.3693, Fe1, 0.388
4465.8054, Ti1, 0.628
4465.8851, Fe1, 0.389
4466.3823, Ni1, 0.456
4466.551, Fe1, 0.887
4466.5721, Fe1, 0.84
4466.8799, Co1, 0.426
4466.9373, Fe1, 0.66
4467.34, Sm2, 0.332
4468.4926, Ti2, 0.898
4469.1512, Ti2, 0.637
4469.3753, Fe1, 0.819
4469.5478, Co1, 0.552
4469.6891, Fe1, 0.288
4469.7033, V1, 0.339
4470.0846, Ni1, 0.218
4470.1319, Mn1, 0.692
4470.4772, Ni1, 0.763
4470.8532, Ti2, 0.741
4471.2372, Ti1, 0.623
4471.241, Ce2, 0.377
4471.5511, Co1, 0.29
4471.6759, Fe1, 0.367
4472.5148, Fe1, 0.246
4472.7049, Fe1, 0.558
4472.7185, Fe1, 0.209
4472.7875, Mn1, 0.659
4472.9228, Fe2, 0.546
4472.968, Fe1, 0.216
4473.827, Cr1, 0.45
4474.1401, Fe1, 0.26
4474.7095, V1, 0.213
4474.8513, Ti1, 0.414
4475.3042, Cr1, 0.272
4475.3759, Cr1, 0.231
4476.0184, Fe1, 0.871
4476.0753, Fe1, 0.842
4478.0173, Fe1, 0.451
4479.5979, Fe1, 0.619
4479.6145, Fe1, 0.626
4479.7015, Ti1, 0.408
4479.7019, Fe1, 0.206
4479.962, Fe1, 0.6
4480.1365, Fe1, 0.728
4480.2702, Fe1, 0.516
4480.5662, Ni1, 0.358
4480.5884, Ti1, 0.286
4480.8174, Fe1, 0.587
4481.126, Mg2, 0.401
4481.2592, Ti1, 0.698
4481.325, Mg2, 0.365
4481.6089, Fe1, 0.696
4482.1691, Fe1, 0.919
4482.2523, Fe1, 0.877
4482.6865, Ti1, 0.415
4482.7389, Fe1, 0.713
4482.871, Cr1, 0.343
4483.7761, Fe1, 0.34
4483.893, Ce2, 0.235
4484.2198, Fe1, 0.783
4484.566, Cr1, 0.258
4485.6755, Fe1, 0.753
4485.9694, Fe1, 0.393
4486.9089, Ce2, 0.374
4487.2528, Fe1, 0.277
4487.356, Fe1, 0.56
4487.499, Cr1, 0.383
4487.7364, Fe1, 0.355
4488.048, Cr1, 0.47
4488.1331, Fe1, 0.652
4488.3239, Ti2, 0.602
4488.8872, V1, 0.26
4488.9057, Fe1, 0.609
4488.9274, Fe1, 0.221
4489.0881, Ti1, 0.619
4489.1758, Fe2, 0.693
4489.463, Cr1, 0.451
4489.7387, Fe1, 0.888
4490.0732, Mn1, 0.671
4490.0839, Fe1, 0.778
4490.5357, Cr1, 0.332
4490.5385, Ni1, 0.386
4490.7596, Fe1, 0.708
4490.811, Fe1, 0.538
4491.3971, Fe2, 0.733
4491.6595, Cr1, 0.345
4492.306, Cr1, 0.425
4492.6782, Fe1, 0.555
4493.522, Ti2, 0.549
4494.052, Fe1, 0.49
4494.177, Na1, 0.252
4494.4644, Fe1, 0.418
4494.5628, Fe1, 0.9
4494.9983, Ti1, 0.214
4495.3908, Fe1, 0.29
4495.5671, Fe1, 0.522
4495.9524, Fe1, 0.639
4496.1448, Ti1, 0.618
4496.1737, Ca1, 0.292
4496.2323, Ti1, 0.278
4496.4325, Si1, 0.207
4496.852, Cr1, 0.839
4496.962, Zr2, 0.574
4497.657, Na1, 0.361
4498.724, Cr1, 0.391
4498.8915, Mn1, 0.706
4499.1352, Fe1, 0.485
4500.278, Cr1, 0.568
4500.3538, Ti2, 0.358
4500.6347, Fe1, 0.301
4501.0803, Cr1, 0.363
4501.1, Cr1, 0.373
4501.2697, Ti2, 0.887
4501.772, Cr1, 0.279
4501.81, Nd2, 0.233
4502.2128, Mn1, 0.709
4502.4211, Fe1, 0.429
4502.5906, Fe1, 0.431
4504.8304, Fe1, 0.596
4505.3304, Cr1, 0.504
4506.839, Cr1, 0.222
4508.2803, Fe2, 0.79
4508.6847, Fe1, 0.317
4509.3015, Fe1, 0.201
4509.7346, Fe1, 0.609
4511.891, Cr1, 0.566
4512.268, Ca1, 0.366
4512.7339, Ti1, 0.767
4512.9899, Ni1, 0.335
4514.1839, Fe1, 0.705
4514.4148, Fe1, 0.563
4514.4729, Cr1, 0.386
4514.5025, Fe1, 0.456
4515.165, Fe1, 0.34
4515.333, Fe2, 0.766
4515.43, Cr1, 0.243
4516.2717, Fe1, 0.332
4516.4493, Fe1, 0.417
4517.0943, Co1, 0.245
4517.1523, Fe1, 0.368
4517.5238, Fe1, 0.73
4517.5985, Fe1, 0.397
4518.022, Ti1, 0.788
4518.3317, Ti2, 0.629
4518.5771, Fe1, 0.314
4518.689, Ti1, 0.353
4519.9829, Ni1, 0.546
4520.2182, Fe2, 0.752
4522.0179, Cr1, 0.221
4522.37, La2, 0.685
4522.37, La2, 0.291
4522.6276, Fe2, 0.814
4522.797, Ti1, 0.786
4523.075, Ce2, 0.311
4523.3986, Fe1, 0.55
4524.6794, Ti2, 0.517
4524.925, Ba2, 0.285
4525.1364, Fe1, 0.839
4525.2392, Ti2, 0.213
4525.8634, Fe1, 0.35
4526.3981, Fe1, 0.706
4526.454, Cr1, 0.734
4526.5606, Fe1, 0.682
4526.928, Ca1, 0.712
4527.3041, Ti1, 0.762
4527.345, Cr1, 0.495
4527.456, Cr1, 0.379
4527.7827, Fe1, 0.394
4528.473, Ce2, 0.319
4528.4829, V2, 0.36
4528.6136, Fe1, 0.915
4528.7565, Fe1, 0.66
4528.8203, Fe1, 0.608
4529.4799, Ti2, 0.699
4529.5498, Fe1, 0.702
4529.6715, Fe1, 0.697
4529.845, Cr1, 0.359
4530.683, Cr1, 0.534
4530.738, Cr1, 0.716
4530.9493, Co1, 0.694
4531.1477, Fe1, 0.891
4531.5848, Fe1, 0.384
4531.6254, Fe1, 0.603
4531.6355, Fe1, 0.519
4532.9596, Fe1, 0.412
4533.1261, Fe1, 0.677
4533.2394, Ti1, 0.864
4533.7015, Cr1, 0.269
4533.9575, Fe1, 0.315
4533.9599, Ti2, 0.891
4533.9846, Co1, 0.396
4534.1601, Fe2, 0.597
4534.7761, Ti1, 0.85
4535.136, Cr1, 0.516
4535.5686, Ti1, 0.831
4535.6272, Fe1, 0.591
4535.696, Cr1, 0.671
4535.752, Cr1, 0.426
4535.8433, Ti1, 0.312
4535.9176, Ti1, 0.809
4536.0403, Ti1, 0.799
4537.6703, Fe1, 0.319
4538.5798, Fe1, 0.211
4538.7479, Fe1, 0.363
4538.8361, Fe1, 0.552
4538.9421, Fe1, 0.227
4539.6901, Fe1, 0.261
4539.745, Ce2, 0.407
4539.781, Cr1, 0.437
4540.498, Cr1, 0.665
4540.6715, Fe1, 0.293
4540.704, Cr1, 0.659
4540.856, Cr1, 0.271
4541.061, Cr1, 0.456
4541.3141, Fe1, 0.294
4541.5156, Fe2, 0.713
4541.9416, Fe1, 0.211
4542.4116, Fe1, 0.531
4542.4515, Fe1, 0.474
4542.6164, Cr1, 0.314
4542.6971, Fe1, 0.331
4543.2208, Fe1, 0.246
4543.812, Co1, 0.454
4543.8597, Fe1, 0.525
4544.0162, Ti2, 0.557
4544.3575, Fe1, 0.25
4544.612, Cr1, 0.656
4544.6871, Ti1, 0.759
4545.1327, Ti2, 0.644
4545.331, Cr1, 0.383
4545.3926, V1, 0.302
4545.754, Fe1, 0.421
4545.953, Cr1, 0.811
4546.9267, Ni1, 0.648
4547.0169, Fe1, 0.693
4547.2239, Ni1, 0.53
4547.2959, Ti1, 0.268
4547.8467, Fe1, 0.767
4548.7635, Ti1, 0.781
4549.2725, Fe1, 0.395
4549.4654, Fe1, 0.637
4549.4662, Fe2, 0.815
4549.6217, Ti2, 0.881
4549.6584, Co1, 0.495
4549.8129, Ti2, 0.665
4550.2067, Fe1, 0.425
4551.224, Ni1, 0.394
4551.647, Fe1, 0.389
4552.1463, Fe1, 0.512
4552.2926, Ti2, 0.486
4552.4533, Ti1, 0.783
4553.1678, Ni1, 0.27
4554.031, Ba2, 0.311
4554.0311, Ba2, 0.852
4554.0315, Ba2, 0.3
4554.0316, Ba2, 0.874
4554.0319, Ba2, 0.796
4554.0323, Ba2, 0.86
4554.0336, Ba2, 0.926
4554.451, Fe1, 0.432
4554.82, Cr1, 0.341
4554.988, Cr2, 0.515
4555.082, Cr1, 0.554
4555.4829, Ti1, 0.76
4555.8868, Fe2, 0.799
4556.0864, Fe1, 0.557
4556.1258, Fe1, 0.784
4556.168, Cr1, 0.359
4556.9241, Fe1, 0.407
4558.1053, Fe1, 0.509
4558.2176, Fe1, 0.267
4558.65, Cr2, 0.705
4559.9183, Ti1, 0.265
4559.9278, Ni1, 0.306
4560.0881, Fe1, 0.589
4560.2613, Fe1, 0.319
4560.28, Ce2, 0.246
4560.7118, V1, 0.24
4561.198, Fe1, 0.545
4561.393, Mg1, 0.249
4561.4132, Fe1, 0.531
4561.43, Fe1, 0.47
4562.359, Ce2, 0.478
4562.6277, Ti1, 0.26
4563.43, Ti1, 0.304
4563.7574, Ti2, 0.879
4563.8823, Fe1, 0.217
4564.3432, Fe1, 0.366
4564.5771, V2, 0.289
4564.8217, Fe1, 0.327
4565.3102, Fe1, 0.49
4565.4106, Fe1, 0.474
4565.504, Cr1, 0.71
4565.5789, Co1, 0.56
4565.6615, Fe1, 0.604
4565.74, Cr2, 0.323
4566.5145, Fe1, 0.536
4566.8649, Fe1, 0.644
4566.9885, Fe1, 0.6
4568.314, Ti2, 0.354
4568.6021, Fe1, 0.233
4568.7633, Fe1, 0.549
4568.8395, Fe1, 0.388
4569.523, Cr1, 0.312
4569.615, Cr1, 0.421
4570.515, Cr1, 0.292
4571.0956, Mg1, 0.829
4571.2922, Fe1, 0.235
4571.4373, Fe1, 0.318
4571.671, Cr1, 0.605
4571.9713, Ti2, 0.874
4572.278, Ce2, 0.372
4574.2153, Fe1, 0.523
4574.7172, Fe1, 0.682
4574.86, La2, 0.2
4575.7795, Fe1, 0.286
4576.3329, Fe2, 0.689
4576.5193, Fe1, 0.254
4577.174, V1, 0.568
4578.551, Ca1, 0.714
4579.3081, Fe1, 0.33
4579.3301, Fe1, 0.493
4579.82, Fe1, 0.436
4580.048, Cr1, 0.772
4580.0531, Fe2, 0.495
4580.3643, Fe1, 0.302
4580.3967, V1, 0.625
4580.446, Ti2, 0.512
4580.46, Fe1, 0.525
4580.5767, Fe1, 0.504
4581.1936, Fe1, 0.373
4581.3949, Ca1, 0.738
4581.4672, Ca1, 0.564
4581.5077, Fe1, 0.698
4581.5955, Co1, 0.605
4582.8296, Fe2, 0.654
4582.9424, Fe1, 0.519
4583.4091, Ti2, 0.474
4583.7193, Fe1, 0.632
4583.8292, Fe2, 0.83
4583.9912, Fe2, 0.22
4584.5967, Fe1, 0.703
4584.7159, Fe1, 0.63
4584.8187, Fe1, 0.691
4585.339, Fe1, 0.376
4585.7499, Ti1, 0.232
4585.8654, Ca1, 0.756
4585.9639, Ca1, 0.563
4586.2302, Fe1, 0.42
4586.366, V1, 0.663
4586.9907, Fe1, 0.231
4587.1273, Fe1, 0.645
4587.7204, Fe1, 0.324
4588.199, Cr2, 0.672
4589.958, Ti2, 0.778
4590.7884, Fe1, 0.597
4590.9448, Ca1, 0.318
4591.391, Cr1, 0.755
4591.5116, Fe1, 0.486
4592.049, Cr2, 0.53
4592.4247, Fe1, 0.366
4592.5262, Ni1, 0.721
4592.6509, Fe1, 0.858
4593.3728, Fe1, 0.339
4593.5241, Fe1, 0.385
4593.85, Cr1, 0.205
4593.926, Ce2, 0.292
4594.1158, V1, 0.689
4594.6318, Co1, 0.331
4594.8878, Ni1, 0.457
4594.9385, Fe1, 0.447
4595.2069, Fe1, 0.302
4595.3581, Fe1, 0.697
4595.59, Cr1, 0.361
4595.948, Ni1, 0.418
4596.0598, Fe1, 0.706
4596.3898, Ni1, 0.275
4596.4152, Fe1, 0.398
4596.9013, Co1, 0.356
4597.0577, Fe1, 0.23
4597.3812, Fe1, 0.271
4597.7472, Fe1, 0.486
4597.8715, Fe1, 0.587
4598.1166, Fe1, 0.729
4598.3237, Fe1, 0.541
4598.3664, Fe1, 0.295
4598.74, Fe1, 0.243
4599.8401, Fe1, 0.57
4600.0958, Cr1, 0.437
4600.1697, V2, 0.228
4600.3589, Ni1, 0.67
4600.749, Cr1, 0.811
4600.9314, Fe1, 0.48
4601.017, Cr1, 0.422
4601.2567, Si1, 0.28
4602.0005, Fe1, 0.774
4602.9405, Fe1, 0.883
4603.3424, Fe1, 0.394
4603.9482, Fe1, 0.469
4604.5562, Fe1, 0.571
4604.9875, Ni1, 0.745
4605.0952, Fe1, 0.443
4605.3603, Mn1, 0.233
4605.4503, Fe1, 0.356
4605.5871, Fe1, 0.591
4606.221, Ni1, 0.573
4607.331, Sr1, 0.73
4607.6462, Fe1, 0.745
4609.2645, Ti2, 0.242
4609.9077, Ni1, 0.32
4611.1837, Fe1, 0.578
4611.2786, Fe1, 0.809
4611.2918, Fe1, 0.437
4611.3479, Fe1, 0.671
4611.8334, Ni1, 0.294
4613.2024, Fe1, 0.711
4613.357, Cr1, 0.782
4614.2051, Fe1, 0.421
4615.5647, Fe1, 0.443
4616.124, Cr1, 0.819
4616.5993, Fe1, 0.239
4616.629, Cr2, 0.481
4617.2689, Ti1, 0.727
4618.7572, Fe1, 0.641
4618.803, Cr2, 0.626
4619.288, Fe1, 0.738
4619.533, Cr1, 0.499
4620.3876, Ni1, 0.292
4620.5128, Fe2, 0.619
4621.0314, Cr1, 0.219
4621.941, Cr1, 0.341
4621.9594, Cr1, 0.271
4621.9603, Cr1, 0.674
4622.449, Cr1, 0.545
4622.5454, Fe1, 0.372
4622.747, Cr1, 0.36
4623.0972, Ti1, 0.682
4623.5774, Fe1, 0.223
4624.081, Fe1, 0.485
4625.0448, Fe1, 0.762
4625.922, Cr1, 0.244
4626.174, Cr1, 0.804
4626.5371, Mn1, 0.263
4627.383, Si1, 0.463
4627.5469, Fe1, 0.222
4628.1609, Ce2, 0.416
4629.2924, Ti2, 0.676
4629.331, Fe2, 0.775
4629.3379, Ti1, 0.563
4629.3617, Co1, 0.549
4630.1196, Fe1, 0.742
4631.462, Fe1, 0.22
4631.4884, Fe1, 0.291
4632.139, Cr1, 0.284
4632.8197, Fe1, 0.658
4632.9112, Fe1, 0.802
4633.255, Cr1, 0.208
4633.7021, Fe1, 0.216
4633.7545, Fe1, 0.36
4634.07, Cr2, 0.589
4634.713, Fe1, 0.453
4635.8461, Fe1, 0.675
4636.32, Ti2, 0.284
4637.173, Cr1, 0.386
4637.5029, Fe1, 0.748
4637.76, Cr1, 0.617
4637.818, Cr1, 0.221
4637.868, Ti1, 0.249
4638.0095, Fe1, 0.736
4638.5381, Fe1, 0.307
4639.3628, Ti1, 0.632
4639.507, Cr1, 0.295
4639.6608, Ti1, 0.602
4639.9388, Ti1, 0.601
4641.208, Fe1, 0.553
4641.2881, Fe1, 0.239
4643.4633, Fe1, 0.724
4643.6881, Y1, 0.2
4645.1884, Ti1, 0.455
4646.162, Cr1, 0.853
4646.485, Cr1, 0.258
4646.775, Cr1, 0.33
4647.1788, Fe1, 0.426
4647.2821, Ni1, 0.439
4647.4339, Fe1, 0.798
4648.116, Cr1, 0.333
4648.652, Ni1, 0.767
4648.8677, Cr1, 0.208
4648.868, Cr1, 0.5
4648.933, Fe2, 0.218
4648.984, Fe1, 0.308
4649.432, Cr1, 0.394
4649.8163, Fe1, 0.417
4650.0097, Ti1, 0.389
4650.3144, Fe1, 0.241
4651.284, Cr1, 0.784
4652.157, Cr1, 0.84
4653.4886, Fe1, 0.436
4654.4976, Fe1, 0.822
4654.605, Fe1, 0.739
4654.6311, Fe1, 0.735
4654.724, Cr1, 0.33
4655.7763, Ti2, 0.26
4656.0433, Ti1, 0.223
4656.183, Cr1, 0.26
4656.4518, Fe1, 0.423
4656.468, Ti1, 0.764
4656.9761, Fe2, 0.479
4657.2006, Ti2, 0.643
4657.5848, Fe1, 0.504
4658.294, Fe1, 0.242
4660.4254, Fe1, 0.43
4660.8867, Fe1, 0.275
4661.5344, Fe1, 0.455
4661.9702, Fe1, 0.597
4662.5, La2, 0.203
4663.1782, Fe1, 0.396
4663.312, Cr1, 0.458
4663.4033, Co1, 0.487
4663.704, Fe2, 0.367
4663.816, Cr1, 0.523
4664.7174, Fe1, 0.255
4664.7679, Fe1, 0.208
4664.781, Cr1, 0.548
4664.8107, Na1, 0.353
4664.8432, Fe1, 0.322
4665.2544, Fe1, 0.495
4665.906, Cr1, 0.268
4666.1098, Fe1, 0.35
4666.198, Cr1, 0.373
4666.478, Cr1, 0.529
4666.6038, Fe1, 0.556
4666.7495, Fe2, 0.579
4666.9859, Ni1, 0.496
